start,00:00:00,2025-03-14T08:58:27-07:00
pause,00:00:33,2025-03-14T08:59:01-07:00
start,00:00:33,2025-03-14T08:59:10-07:00
pause,00:00:36,2025-03-14T08:59:14-07:00
